"#OTU ID"	"taxonomy"
"86f3610e82585aa017141e33228e65f1"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"16d835e79e6e9e3e52873c62bb511981"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;lentus"
"ea774bf27d17285d8ba628303c235878"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;sulfonivorans"
"ea870db7995112a64f6be419584823a9"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;multivorum"
"a7256bccf35f4f2280f877f4c2cf2921"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pluranimalium"
"d76689b9aaa7520a75d0bfb35fbe42c2"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;Unclassified"
"07a5ac4343821f5ea4093f6665d01374"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Unclassified"
"cb3cb2fd3135916aa8553c8c64638139"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;vagans"
"0b421e86d81b2649de565e0f330f87d9"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"92a82483e78240fca5d2edc55e652f6b"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"413e3fbbb617162bee7be53d4dd70359"	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Unclassified"
"9cc9ab9136c4f4753b9ba010097f4b1a"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;epidermidis"
"38bb902edcc9eaf414e94866d3e3c56d"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;coli"
"fafc97cc00f68cb2636f66677bf93bfa"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"083067b04d0e24887760bbcd1c4649c7"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;faecale"
"3a8ebeafb361f4ac53d69fc3c97878e2"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"76c7a1f19a21603107dbc31574d58401"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;longiquaesitum"
"cd8cdc53f4bb9b6d56f0d559241c3af9"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Unclassified"
"b1dd9af4aed474c0f73f63b1028ad22b"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Unclassified"
"142b84a7c0c8eef479e738c5f625ec11"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Unclassified"
"21079a394121a57971676a1aaca717b6"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;komagatae"
"d8d21a6eadb08722d57b6e5e60e16f95"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;baratii"
